DATAFLOW,LAST UPDATE,freq,unit,landcover,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,AT3,2018,7.4,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,AT3,2022,3.3,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,AT31,2009,12.9,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,AT31,2012,10.6,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,AT31,2015,9.9,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,AT31,2018,9.3,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,AT31,2022,3.7,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,AT32,2009,16.5,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,AT32,2012,27.4,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,AT32,2015,16.2,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,AT32,2018,20.8,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,AT32,2022,1.8,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,AT33,2009,16.9,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,AT33,2012,16.6,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,AT33,2015,18.2,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,AT33,2018,17.4,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,AT33,2022,11.3,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,AT34,2009,22.2,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,AT34,2012,22.1,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,AT34,2015,23.5,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,AT34,2018,25.3,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,AT34,2022,5.3,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE,2009,5.3,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE,2012,4.7,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE,2015,4.3,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE,2018,4.2,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE,2022,0.7,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE1,2009,45.7,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE1,2012,27.2,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE1,2015,24.2,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE1,2018,12.2,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE10,2009,45.7,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE10,2012,27.2,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE10,2015,24.2,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE10,2018,12.2,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE2,2009,6.7,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE2,2012,5.8,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE2,2015,5.3,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE2,2018,5.1,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE2,2022,1,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE21,2009,13.5,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE21,2012,12.5,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE21,2015,11.8,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE21,2018,8.7,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE21,2022,2.4,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE22,2009,20.2,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE22,2012,16.4,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE22,2015,14.4,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE22,2018,17,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE22,2022,1.1,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE23,2009,12.6,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE23,2012,11.6,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE23,2015,10.6,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE23,2018,11.9,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE23,2022,2.4,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE24,2009,15.8,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE24,2012,13,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE24,2015,12.5,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE24,2018,11.4,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE24,2022,3,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE25,2009,14.5,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE25,2012,12.2,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE25,2015,11.3,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE25,2018,11,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE25,2022,1.4,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE3,2009,8.6,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE3,2012,8.2,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE3,2015,7.3,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE3,2018,8.1,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE3,2022,1,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE31,2009,24.1,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE31,2012,19.9,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE31,2015,18.7,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE31,2018,19.4,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE32,2009,15.1,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE32,2012,16.4,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE32,2015,13.5,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE32,2018,9.5,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE32,2022,2,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE33,2009,13.2,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE33,2012,12,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE33,2015,11.1,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE33,2018,15.5,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE33,2022,2.7,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE34,2009,25.1,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE34,2012,25.6,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE34,2015,26.4,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE34,2018,36.8,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE35,2009,32.8,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE35,2012,28.3,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE35,2015,24.6,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BE35,2018,23.4,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BG,2012,7.7,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BG,2015,7.1,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BG,2018,8.4,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BG,2022,3.3,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BG3,2012,9.9,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BG3,2015,9.2,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BG3,2018,10.8,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BG3,2022,2.4,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BG31,2012,19.5,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BG31,2015,17.6,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BG31,2018,15.7,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BG31,2022,5.2,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BG32,2012,21.6,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BG32,2015,20.7,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BG32,2018,25.1,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BG32,2022,2.8,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BG33,2012,19.3,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BG33,2015,17.9,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BG33,2018,18.4,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BG33,2022,5.4,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BG34,2012,20,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BG34,2015,18.1,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BG34,2018,27.1,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BG34,2022,4.6,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BG4,2012,12.2,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BG4,2015,11.2,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BG4,2018,13.2,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BG4,2022,7.8,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BG41,2012,16.6,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BG41,2015,15.1,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BG41,2018,14.1,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BG41,2022,13.2,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BG42,2012,18.3,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BG42,2015,16.8,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BG42,2018,23,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,BG42,2022,7.2,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CY,2012,10.3,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CY,2015,9.2,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CY,2018,6.5,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CY,2022,0.7,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CY0,2012,10.3,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CY0,2015,9.2,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CY0,2018,6.5,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CY0,2022,0.7,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CY00,2012,10.3,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CY00,2015,9.2,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CY00,2018,6.5,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CY00,2022,0.7,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CZ,2009,4.9,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CZ,2012,4.6,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CZ,2015,4.5,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CZ,2022,1.8,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CZ0,2009,4.9,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CZ0,2012,4.6,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CZ0,2015,4.5,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CZ0,2022,1.8,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CZ01,2009,20.5,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CZ01,2012,18.8,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CZ01,2015,15.7,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CZ01,2018,36.4,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CZ01,2022,1.7,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CZ02,2009,13.6,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CZ02,2012,13,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CZ02,2015,12.5,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CZ02,2018,26.8,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CZ02,2022,4.2,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CZ03,2009,13.3,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CZ03,2012,13.4,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CZ03,2015,13,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CZ03,2018,15.6,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CZ03,2022,5.3,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CZ04,2009,15.7,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CZ04,2012,14.3,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CZ04,2015,13.4,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CZ04,2018,20.8,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CZ04,2022,4.6,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CZ05,2009,11.6,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CZ05,2012,10.9,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CZ05,2015,11,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CZ05,2018,16.5,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CZ05,2022,4.4,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CZ06,2009,11.4,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CZ06,2012,10.2,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CZ06,2015,9.8,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CZ06,2018,17.9,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CZ06,2022,6.9,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CZ07,2009,13.2,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CZ07,2012,12.3,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CZ07,2015,13.3,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CZ07,2018,26.9,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CZ07,2022,2.5,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CZ08,2009,14.8,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CZ08,2012,15,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CZ08,2015,14.3,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CZ08,2018,27.7,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,CZ08,2022,5.1,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,DE,2009,2.2,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,DE,2012,2,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,DE,2015,1.9,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,DE,2018,2.5,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,DE,2022,1.5,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,DE1,2009,6,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,DE1,2012,5.6,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,DE1,2015,5.2,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,DE1,2018,8.5,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,DE1,2022,9.2,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,DE11,2009,10.5,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,DE11,2012,9.5,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,DE11,2015,8.7,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,DE11,2018,16.4,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,DE11,2022,2.7,,
ESTAT:LAN_LCV_OVW(1.0),25/07/25 23:00:00,A,CVA,A00,DE12,2009,11.8,,
